"addr1";"addr2";"areacode";"booktour";"cat1";"cat2";"cat3";"contentid";"contenttypeid";"createdtime";"firstimage";"firstimage2";"cpyrhtDivCd";"mapx";"mapy";"mlevel";"modifiedtime";"sigungucode";"tel";"title";"zipcode";"visitNo"
"강북구 월계로 173";"(번동)";"1";"0";"A02";"A0206";"A02060500";"1106194";"14";"20101012013955";"http://tong.visitkorea.or.kr/cms/resource/90/1543590_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/90/1543590_image3_1.jpg";"Type3";"127.0382972665";"37.6242097279";"6";"20231204170259";"3";"";"상상톡톡 미술관";"01228";0
"계양구 목상동";"산 57-1";"2";"0";"A01";"A0101";"A01010400";"1113230";"12";"20101019013512";"http://tong.visitkorea.or.kr/cms/resource/54/3043554_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/54/3043554_image3_1.jpg";"Type3";"126.7234086347";"37.5502377020";"6";"20231117175059";"2";"";"계양산";"21014";0
"계양구 향교로 19";"(계산동)";"2";"0";"A02";"A0201";"A02010700";"1113321";"12";"20101019025805";"http://tong.visitkorea.or.kr/cms/resource/41/1577341_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/41/1577341_image3_1.jpg";"Type3";"126.7204314262";"37.5396083294";"";"20221227094114";"2";"";"부평향교";"21054";0
"화성시 노작로 206";"(석우동)";"31";"0";"A02";"A0206";"A02060300";"1113463";"14";"20101019193634";"http://tong.visitkorea.or.kr/cms/resource/92/1941692_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/92/1941692_image3_1.jpg";"Type3";"127.0758834310";"37.2056145088";"6";"20240201140622";"31";"";"노작홍사용문학관";"18459";0
"계룡시 두마면 왕대2길 43";"(두마면)";"34";"0";"A02";"A0201";"A02010700";"1114207";"12";"20101020202027";"http://tong.visitkorea.or.kr/cms/resource/45/2518445_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/45/2518445_image2_1.jpg";"Type3";"127.2704475087";"36.2552494827";"6";"20230807142255";"16";"";"두마신원재";"32840";0
"계룡시 두마면 왕대2길 6-10";"(두마면)";"34";"0";"A02";"A0201";"A02010700";"1114250";"12";"20101020230029";"http://tong.visitkorea.or.kr/cms/resource/27/1277627_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/27/1277627_image3_1.jpg";"Type3";"127.2735305757";"36.2548884672";"6";"20230610074540";"16";"";"모원재";"32840";0
"계양구 계양산로75번길 26 계양공원관리소";"";"2";"0";"A02";"A0202";"A02020700";"1114780";"12";"20101021201614";"http://tong.visitkorea.or.kr/cms/resource/96/2462196_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/96/2462196_image3_1.jpg";"Type3";"126.7234003040";"37.5501849296";"6";"20230615095442";"2";"";"계양공원";"21041";0
"계양구 임학동";"산10번지 일원";"2";"0";"A01";"A0101";"A01010600";"1114802";"12";"20101021203223";"http://tong.visitkorea.or.kr/cms/resource/32/3043432_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/32/3043432_image3_1.jpg";"Type3";"126.7305135554";"37.5497517735";"6";"20231117173148";"2";"";"계양산 산림욕장";"21031";0
"중랑구 신내로21길";"(신내동)";"1";"0";"A01";"A0101";"A01010400";"1115042";"12";"20101021235034";"http://tong.visitkorea.or.kr/cms/resource/36/1894536_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/36/1894536_image3_1.jpg";"Type3";"127.0866155277";"37.6086568514";"6";"20231210144230";"25";"";"봉화산(서울)";"02041";0
"중랑구 망우동 산 69-1";"일대";"1";"0";"A01";"A0101";"A01010400";"1115203";"12";"20101022012107";"http://tong.visitkorea.or.kr/cms/resource/89/1902989_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/89/1902989_image3_1.jpg";"Type3";"127.1056030968";"37.5942810870";"6";"20231210144053";"25";"";"망우산(서울)";"02180";0
"중랑구 봉화산로45길";"(묵동)";"1";"0";"A02";"A0202";"A02020700";"1115299";"12";"20101022013529";"http://tong.visitkorea.or.kr/cms/resource/31/2350531_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/31/2350531_image3_1.jpg";"Type3";"127.0922455148";"37.6106095040";"6";"20230327102913";"25";"";"봉화산근린공원";"02040";0
"북구 대학로 80";"(산격동)";"4";"0";"A02";"A0206";"A02060100";"1115923";"14";"20101023010936";"http://tong.visitkorea.or.kr/cms/resource/73/1574373_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/73/1574373_image3_1.jpg";"Type3";"128.6121828463";"35.8906568441";"6";"20231207162102";"5";"";"경북대학교박물관";"41566";0
"음성군 음성읍 설성공원길 28";"(음성읍)";"33";"0";"A02";"A0202";"A02020700";"1116129";"12";"20101025185806";"http://tong.visitkorea.or.kr/cms/resource/50/1077750_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/50/1077750_image3_1.jpg";"Type3";"127.6910994451";"36.9329542953";"6";"20230403141744";"6";"";"설성공원";"27703";0
"서구 문화로 123";"(이현동)";"4";"0";"A02";"A0206";"A02060900";"1116611";"14";"20101026022420";"http://tong.visitkorea.or.kr/cms/resource/01/1889001_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/01/1889001_image3_1.jpg";"Type3";"128.5463779885";"35.8743074824";"6";"20230911161634";"6";"";"서구어린이도서관";"41758";0
"영주시 부석면 부석사로 6";"(능금빌라)";"35";"";"A05";"A0502";"A05020100";"1116770";"39";"20101026195102";"http://tong.visitkorea.or.kr/cms/resource/47/1896347_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/47/1896347_image3_1.jpg";"Type3";"128.6576531207";"36.9804473728";"6";"20230913135018";"14";"054-633-4472";"대궐식당";"36003";0
"양천구 신정동 162-56";"";"1";"0";"A02";"A0202";"A02020700";"1116925";"12";"20101026223528";"http://tong.visitkorea.or.kr/cms/resource/62/2612062_image2_1.bmp";"http://tong.visitkorea.or.kr/cms/resource/62/2612062_image2_1.bmp";"Type3";"126.8684105358";"37.5061176314";"6";"20230714134152";"19";"";"갈산근린공원";"08104";0
"중랑구 사가정로72길 47";"(면목동)";"1";"0";"A02";"A0202";"A02020700";"1117141";"12";"20101027004146";"http://tong.visitkorea.or.kr/cms/resource/11/1985211_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/11/1985211_image3_1.jpg";"Type3";"127.0957821951";"37.5793243143";"6";"20231211093641";"25";"";"사가정공원";"02261";0
"의성군 의성읍 전통시장1길 8-1";"";"35";"";"A05";"A0502";"A05020100";"1117235";"39";"20101027020447";"http://tong.visitkorea.or.kr/cms/resource/16/1981616_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/16/1981616_image3_1.jpg";"Type3";"128.6992956419";"36.3453262910";"6";"20230802202004";"19";"054-834-2455";"남선옥";"37342";0
"기장군 기장읍 읍내로104번길 16";"";"6";"";"A04";"A0401";"A04010200";"1117790";"38";"20101027233322";"http://tong.visitkorea.or.kr/cms/resource/95/1890695_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/95/1890695_image3_1.jpg";"Type3";"129.2148813771";"35.2437242195";"6";"20230512180359";"3";"051-721-3963";"부산 기장시장";"46066";0
"서구 서대구로3길 43";"(내당동)";"4";"0";"A02";"A0202";"A02020700";"1118418";"12";"20101028191433";"http://tong.visitkorea.or.kr/cms/resource/87/2493687_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/87/2493687_image2_1.jpg";"Type3";"128.5522334637";"35.8586426972";"6";"20231106163411";"6";"";"감삼못공원";"41856";0
"서구 중리동 산198-3";"";"4";"0";"A02";"A0202";"A02020700";"1118475";"12";"20101028192037";"http://tong.visitkorea.or.kr/cms/resource/03/2494003_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/03/2494003_image2_1.jpg";"Type3";"128.5305074724";"35.8632417772";"6";"20230308100037";"6";"";"상리공원";"41755";0
"영동군 영동읍 계산리";"867-1";"33";"";"A02";"A0207";"A02070200";"1118680";"15";"20101028222737";"http://tong.visitkorea.or.kr/cms/resource/51/3106451_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/51/3106451_image3_1.jpg";"Type3";"127.7748463746";"36.1744926779";"6";"20240419143239";"4";"043-745-8919";"대한민국와인축제";"29150";0
"구미시 남통동";"";"35";"0";"A02";"A0201";"A02010200";"1118806";"12";"20101028235230";"http://tong.visitkorea.or.kr/cms/resource/87/3041887_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/87/3041887_image3_1.jpg";"Type3";"128.3089370629";"36.1025188973";"6";"20231116152950";"4";"";"금오산성";"39309";0
"구미시 3공단1로 191";"(진평동)";"35";"0";"A02";"A0202";"A02020700";"1119452";"12";"20101029230858";"http://tong.visitkorea.or.kr/cms/resource/37/3029537_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/37/3029537_image3_1.jpg";"Type1";"128.4019512022";"36.0971156643";"6";"20240417175640";"4";"";"동락공원";"39392";0
"구미시 선산읍 교리2안길 24-35";"";"35";"0";"A02";"A0201";"A02010700";"1119550";"12";"20101029234136";"http://tong.visitkorea.or.kr/cms/resource/11/1065311_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/11/1065311_image3_1.jpg";"Type3";"128.2992058715";"36.2555707508";"6";"20240112160245";"4";"";"구미 선산향교";"39112";0
"구미시 남통동";"";"35";"0";"A02";"A0201";"A02010700";"1119621";"12";"20101029234821";"http://tong.visitkorea.or.kr/cms/resource/90/2493290_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/90/2493290_image2_1.jpg";"Type3";"128.3130364201";"36.1125483882";"6";"20230710145249";"4";"";"구미 채미정";"39309";0
"음성군 감곡면 성당길 10";"";"33";"0";"A02";"A0206";"A02060100";"1123600";"14";"20101106002230";"http://tong.visitkorea.or.kr/cms/resource/78/2439578_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/78/2439578_image3_1.jpg";"Type3";"127.6411569266";"37.1213983401";"6";"20230330112442";"6";"";"매괴박물관";"27602";0
"유성구 월드컵대로 32 대전월드컵경기장";"동관 1층";"3";"0";"A02";"A0206";"A02060600";"1125312";"14";"20101109181322";"http://tong.visitkorea.or.kr/cms/resource/66/3031966_image2_1.JPG";"http://tong.visitkorea.or.kr/cms/resource/66/3031966_image3_1.JPG";"Type3";"127.3266089995";"36.3638797168";"6";"20231106154751";"4";"042-824-5500";"대전어린이회관";"34148";0
"동구 상소동 산 1-1";"";"3";"0";"A01";"A0101";"A01010600";"1125480";"12";"20101109195746";"http://tong.visitkorea.or.kr/cms/resource/38/2661838_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/38/2661838_image2_1.jpg";"Type3";"127.4710996743";"36.2313640959";"6";"20240306143237";"2";"";"상소동 산림욕장";"300-240,1";0
"구미시 산동면 첨단기업1로 49";"";"35";"0";"A02";"A0206";"A02060400";"1125796";"14";"20101110004831";"http://tong.visitkorea.or.kr/cms/resource/86/1968386_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/86/1968386_image3_1.jpg";"Type3";"128.4422130595";"36.1416419018";"6";"20231205155434";"4";"";"구미코";"39171";0
"동구 회남로 117";"(신하동)";"3";"0";"A02";"A0201";"A02010700";"1126556";"12";"20101111193057";"http://tong.visitkorea.or.kr/cms/resource/46/3033446_image2_1.JPG";"http://tong.visitkorea.or.kr/cms/resource/46/3033446_image3_1.JPG";"Type3";"127.4986187867";"36.3576223794";"6";"20231107142649";"2";"";"김정선생묘소일원";"34501";0
"군포시 군포로 548-1";"";"31";"";"A04";"A0401";"A04010200";"1126924";"38";"20101112005330";"http://tong.visitkorea.or.kr/cms/resource/10/1941710_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/10/1941710_image3_1.jpg";"Type3";"126.9469687373";"37.3548893625";"6";"20230912102218";"7";"031-455-3366";"군포역전시장";"15855";0
"대덕구 중리북로37번길 26";"(중리동)";"3";"";"A04";"A0401";"A04010200";"1128853";"38";"20101116193242";"http://tong.visitkorea.or.kr/cms/resource/68/1946468_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/68/1946468_image3_1.jpg";"Type3";"127.4257861986";"36.3653424205";"6";"20230822171937";"1";"042-623-1040";"대전 중리전통시장";"34389";0
"구미시 고아읍 강정4길 63-6";"";"35";"0";"A02";"A0201";"A02010700";"1129226";"12";"20101117021118";"http://tong.visitkorea.or.kr/cms/resource/25/2493425_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/25/2493425_image2_1.jpg";"Type3";"128.3624936073";"36.1956009637";"6";"20230802210014";"4";"";"매학정일원";"39151";0
"서초구 매헌로 99";"(양재동)";"1";"0";"A01";"A0101";"A01010400";"1131275";"12";"20101119223407";"http://tong.visitkorea.or.kr/cms/resource/66/2668466_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/66/2668466_image3_1.jpg";"Type3";"127.0369572316";"37.4730383770";"6";"20230327162902";"15";"";"매헌 시민의 숲";"06773";0
"평창군 봉평면 평온길 14-13";"";"32";"";"B02";"B0201";"B02010900";"1135668";"32";"20101129193540";"http://tong.visitkorea.or.kr/cms/resource/90/2573790_image2_1.PNG";"http://tong.visitkorea.or.kr/cms/resource/90/2573790_image2_1.PNG";"Type3";"128.3817316152";"37.6017983245";"6";"20230702111229";"15";"033-335-8001";"베리온리조트";"25310";0
"울릉군 북면 천부리";"(북면)";"35";"0";"A02";"A0205";"A02050600";"1136251";"12";"20101130004144";"http://tong.visitkorea.or.kr/cms/resource/53/2534153_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/53/2534153_image2_1.jpg";"Type3";"130.9021779272";"37.5389059153";"6";"20230610074623";"17";"";"석포전망대";"40213";0
"마포구 대흥로20길 28";"(대흥동)";"1";"0";"A02";"A0206";"A02060600";"1138199";"14";"20101201205039";"http://tong.visitkorea.or.kr/cms/resource/04/1570704_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/04/1570704_image3_1.jpg";"Type3";"126.9454967222";"37.5498944782";"6";"20231205165150";"13";"";"마포아트센터";"04136";0
"목포시 북항로149번길 8";"";"38";"";"B02";"B0201";"B02010900";"1138765";"32";"20101202010818";"http://tong.visitkorea.or.kr/cms/resource/08/1972208_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/08/1972208_image3_1.jpg";"Type3";"126.3679868872";"34.8025184576";"6";"20230919175026";"8";"061-243-0588";"베니스모텔";"58626";0
"성남시 분당구 구미로 120";"(구미동)";"31";"";"A03";"A0302";"A03021200";"1141128";"28";"20101204060123";"http://tong.visitkorea.or.kr/cms/resource/35/1893535_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/35/1893535_image3_1.jpg";"Type3";"127.1221421382";"37.3398081343";"6";"20231207171616";"12";"";"미필스키랜드";"13622";0
"청도군 각북면 헐티로 787";"";"35";"0";"A02";"A0203";"A02030400";"1141694";"12";"20101206234734";"http://tong.visitkorea.or.kr/cms/resource/81/1140681_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/81/1140681_image3_1.jpg";"Type3";"128.5903570966";"35.6864517583";"6";"20230417135126";"20";"";"비슬도예원";"38302";0
"여수시 교동남1길 6-3";"";"38";"";"B02";"B0201";"B02010900";"1144770";"32";"20101210233727";"http://tong.visitkorea.or.kr/cms/resource/64/1151064_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/64/1151064_image3_1.jpg";"Type3";"127.7333017539";"34.7396735106";"6";"20230919180706";"13";"061-663-3347";"다이아모텔";"59735";0
"예산군 대흥면 동서리";"";"34";"0";"A02";"A0201";"A02010100";"1166019";"12";"20110110223615";"http://tong.visitkorea.or.kr/cms/resource/72/2518372_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/72/2518372_image2_1.jpg";"Type3";"126.7884146792";"36.6067479597";"6";"20230309152754";"11";"";"대흥동헌";"32450";0
"강화군 강화읍 강화대로 335";"";"2";"";"A04";"A0401";"A04010600";"1177090";"38";"20110119020457";"http://tong.visitkorea.or.kr/cms/resource/72/1163172_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/72/1163172_image3_1.jpg";"Type3";"126.4924882782";"37.7421168236";"6";"20230926163233";"1";"032-933-8913";"강화 인삼센터";"23027";0
"용인시 처인구 모현면 오산로 132-1";"";"31";"0";"A01";"A0101";"A01010500";"1177867";"12";"20110120001048";"http://tong.visitkorea.or.kr/cms/resource/54/2364454_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/54/2364454_image3_1.jpg";"Type3";"127.1550729479";"37.3233106373";"6";"20230526092428";"23";"031-322-3245";"분당 어린이천문대";"16885";0
"강화군 강화읍 강화대로 429";"(강화읍)";"2";"";"A04";"A0401";"A04010200";"1178052";"38";"20110120013428";"http://tong.visitkorea.or.kr/cms/resource/80/1163180_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/80/1163180_image3_1.jpg";"Type3";"126.4835250274";"37.7486936757";"6";"20231116143645";"1";"032-933-7104";"강화 중앙시장";"23033";0
"안동시 풍천면 광덕솔밭길 72";"";"35";"0";"A01";"A0102";"A01020200";"1180825";"12";"20110122014909";"http://tong.visitkorea.or.kr/cms/resource/21/2654421_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/21/2654421_image3_1.jpg";"Type3";"128.5179949085";"36.5446001818";"6";"20240315134853";"11";"";"부용대";"36757";0
"안동시 풍산읍 풍산단호로 388";"";"35";"0";"A02";"A0206";"A02060300";"1181087";"14";"20110122023956";"http://tong.visitkorea.or.kr/cms/resource/15/1134015_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/15/1134015_image3_1.jpg";"Type3";"128.5909104253";"36.5523951009";"6";"20230915175405";"11";"";"마애선사유적전시관";"36621";0
"안동시 풍산읍 지풍로 1975-1";"";"35";"0";"A02";"A0201";"A02010700";"1181386";"12";"20110124184406";"http://tong.visitkorea.or.kr/cms/resource/95/2534195_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/95/2534195_image2_1.jpg";"Type3";"128.5502132812";"36.5788746484";"6";"20230117162249";"11";"";"삼귀정";"36617";0
"공주시 금벽로 990";"(석장리동)";"34";"0";"A02";"A0206";"A02060100";"1184872";"14";"20110126184742";"http://tong.visitkorea.or.kr/cms/resource/09/1129209_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/09/1129209_image3_1.jpg";"Type3";"127.1875830683";"36.4479454091";"6";"20230331131302";"1";"";"석장리박물관";"32591";0
"임실군 강진면 옥정호로 608-13";"";"37";"0";"A02";"A0205";"A02050600";"1185879";"12";"202401181743";"http://tong.visitkorea.or.kr/cms/resource/95/3061495_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/95/3061495_image3_1.jpg";"Type3";"127.1116804032";"35.5423917655";"6";"20240118174312";"10";"";"섬진강댐";"55940";0
"담양군 금성면 원율길 12";"";"38";"0";"A02";"A0206";"A02060300";"1186650";"14";"20110127015200";"http://tong.visitkorea.or.kr/cms/resource/40/1117540_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/40/1117540_image3_1.jpg";"Type3";"127.0312368377";"35.3525118943";"6";"20231205145451";"7";"";"대나무 건강나라";"57301";0
"여주시 금사면 수부촌길 35";"(금사면)";"31";"0";"A02";"A0201";"A02010700";"1186964";"12";"20110127030355";"http://tong.visitkorea.or.kr/cms/resource/25/3060425_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/25/3060425_image3_1.jpg";"Type3";"127.5316866661";"37.3985587545";"6";"20231206104813";"20";"";"봉서정";"12604";0
"부여군 부여읍 금성로 5";"";"34";"";"A02";"A0207";"A02070200";"1189615";"15";"20110128223920";"http://tong.visitkorea.or.kr/cms/resource/46/3094646_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/46/3094646_image3_1.jpg";"Type3";"126.9179090801";"36.2756881980";"6";"20240319141751";"6";"041-830-8413";"설 맞이 어울마당";"33156";0
